PARTNUMBER,DESCRIPTIONEN,DESCRIPTIONVI,HTS CODE
9810230223-04421,"MGL98,SO,ADPT,M/LLT,APT,SS,N,TDR,AU,RS/W",MÁY ??C MÃ V?CH,8471901000
9810230223-04521,"MGL98,SO,ADPT,M/LLT,APT,SS,N,T,IT/CH,R/W",MÁY ??C MÃ V?CH,8471901000
9810230223-04621,"MGL98,SO,ADPT,M/LLT,APT,SS,N,TDR,UK,RS/W",MÁY ??C MÃ V?CH,8471901000
GPS4490-BKK10-C768,"GRYPHON GPS4400,2D,RS232/USB BK SB5725",MÁY ??C MÃ V?CH,8471901000
94ACC1280,MCL-USB HARDWARE KEY,PH? KI?N USB,8473309000
90ACC0142,"ACC,PLATTER,MED,DLC,FXD,S/SENT,TSTD,M98I",PH? KI?N C?M L?P RÁP N?P ??Y,8473309000
10-5403,"PART,VERTICAL WINDOW,(5 PK),MGL8300/8400",PH? KI?N KÍNH,8473309000
98202100122-000251,"MGL98,SS,E/ND,M/LLT,US,E,N,N,US,USB",MÁY ??C MÃ V?CH,8471901000
9810102120-00211,"MGL98,SO,S/DC,N,N,N,N,US,RS",MÁY ??C MÃ V?CH,8471901000
652859031,"PCBA,GEL-7305,MAIN,MIDAS 3,MGL32/33",B?NG M?CH IN ?I?N T?,8473301000
662859031,"PCBA,GEL-7305,MAIN,MIDAS 3,MGL32/33",B?NG M?CH IN ?I?N T?,8473301000
90ACC0239,"ACCESSORY,IR TDR,CURR VER,7""",PH? KI?N ??U ??C MÃ V?CH,8473309000
90ACC0240,"ACCESSORY,IR TDR,CURR VER,12.4""",PH? KI?N C?M BOARD ??C MÃ V?CH,8473309000
890002440,MOTHERBOARD PD9530 DPM ,PH? KI?N B? PH?N ?I?U KHI?N,8473309000
890003048,"SCAN MODULE, LINEAR CCD, SE655",PH? KI?N ??U ??C MÃ V?CH,8473309000
10-5214,"PART,BOTTOM ENCLOSURE,BLACK,MGL1000I ",PH? KI?N V? MÁY ??C MÃ V?CH,8473309000
700090300,"ASSY,METRIC,DUAL DSPL,SNGL INT,22” ",C?M L?P RÁP MÀN HÌNH HI?N TH?,8473309000
890002995,MAIN BOARD (GSM) ELF SB4816,PH? KI?N B?NG M?CH IN ?I?N T?,8473309000
060000086,"DIODE,BAS716,SOD523,SMD,75V,0.2A,SWITCH",?I?T,8541100000
891000031,HANDLE BOARD PD8500 ,PH? KI?N B?NG M?CH IN ?I?N T?,8473309000
683846022,"GEL-8532 DECODER B.NO CRYPTO,TAHITI + SW",B?NG M?CH IN ?I?N T?,8473301000
9320414100-0202421,"MGL932,M/D,M/DC,MX,STD,M/S/S,N,US,IBM,E",MÁY ??C MÃ V?CH,8471901000
941024113-03053,"M941,SO,ADPT,M/SPH,N,E/SS,N,C/BM,N,USB",MÁY ??C MÃ V?CH,8471901000
9320420111-020231,"MGL932,M/D,L/DC,MX,S/SS,M/S/S,N,US,RS",MÁY ??C MÃ V?CH,8471901000
9320415040-020213,"MGL932,M/D,M/DC,CAN,STD,M/SD/SI,N,US,RS",MÁY ??C MÃ V?CH,8471901000
9420413042-020213,"MGL942,M/D,M/DC,CAN,ENH,M/SD/SI,N,US,RS",MÁY ??C MÃ V?CH,8471901000
3-1004-07,"PCBA,MAIN BRD,ESD,ENIG,MCHND,MGL22/23E",B?NG M?CH IN ?I?N T?,8473301000
90ACC0238,"ACCESSORY,COUNTER INSERT,12PK,9”TDR",PH? KI?N MI?NG CHÈN,8473309000
98210010223-063431,"MGL98,AU/D,M/LLT,EU,E/SS,M/DD/SI,T,AU,RS",MÁY ??C MÃ V?CH,8471901000
98208030121-001231,"MGL98,SS,ST/NXT,L/LLT,US,SS,N,TDR,US,RS",MÁY ??C MÃ V?CH,8471901000
98201040131-011252,"MGL98,SS,E/D,L/DC,US,DG/SS,E/SS,T,US,USB",MÁY ??C MÃ V?CH,8471901000
98201040131-013054,"MGL98,SS,E/D,L/DC,US,DG/SS,E/SS,TD,N,USB",MÁY ??C MÃ V?CH,8471901000
652925020,"PCBA, GEL-8158 ILLUM 3 LED WRM, MCHND",B?NG M?CH IN ?I?N T?,8473301000
662925020,"PCBA, GEL-8158 ILLUM 3 LED WRM, TSTD",B?NG M?CH IN ?I?N T?,8473301000
9810170150-00251,"MGL98,SO,M&M/SD,N,LITE,N,N,US,USB",MÁY ??C MÃ V?CH,8471901000
683774002,GEL-8303 RIGID FLEX BOARD + SW,B?NG M?CH IN ?I?N T?,8473301000
663774014,GEL-8303 RIGID FLEX BOARD,B?NG M?CH IN ?I?N T?,8473301000
653774014,GEL-8303 SMD RIGID FLEX BOARD,B?NG M?CH IN ?I?N T?,8473301000
100397500,"FE3975, TOUCHPADS FOR VN",M?CH IN,8534003000
019200049,"BAG,NYLON,40X80CM,PLATTER,ASSY",TÚI ?ÓNG GÓI (NYLON),3923909000
100343700,FE3437 PCB,M?CH IN,8534003000
199474102,"ENCLOSURE,TOP,G/B,DLS LOGO,PS7/2D/BT,R",V? MÁY ??C MÃ V?CH (NH?A),3926909900
94ACC0107,STANDARD BATTERY COVER MEMORX3 KIT(5PCS),PH? KI?N N?P CHE PIN,8473309000
PC-P090,PC-9000 PROT.CASE/BELT HOLSTER,PH? KI?N TÚI ??NG MÁY ??C MÃ V?CH,8473309000
027000034,FERRITE BEAD POW.LINE BLM31PG601SN1 1206,VIÊN FE-RI,8504909000
060000087,"DIODE,SCHOTTKY,40V 0.2A,SOD923",?I?T,8541100000
060000043,"DIODE,SIGNAL,1N4148,100V,200MA,SOD-323",?I?T,8541100000
9420411023-040311,"M942,M/D,M/DC,EU,E/SS,M/DD/SI,N,EU,RS",MÁY ??C MÃ V?CH,8471901000
653438015,"PCBA,GEL-7893,SMD MAIN BT,SW LASER",B?NG M?CH IN ?I?N T?,8473301000
663438017,"GEL-7893  MAIN BT, SW-LASER",B?NG M?CH IN ?I?N T?,8473301000
663438033,"GEL-8130  MAIN BT, SW-LASER,STAR",B?NG M?CH IN ?I?N T?,8473301000
653943010,"PCBA GEL-8566, DISCRETE I/F,MCHND,M98",B?NG M?CH IN ?I?N T?,8473301000
663943010,"PCBA GEL-8566,DISCRETE I/F,TSTD,M98I",B?NG M?CH IN ?I?N T?,8473301000
932042038A-220213,"MGL932,M/D,L/DC,MEX,SDV,M/SD/DI,N,US,RS",MÁY ??C MÃ V?CH,8471901000
9810120120-00252,"MGL98,SO,L/LLT,N,N,N,N,US,USB",MÁY ??C MÃ V?CH,8471901000
931010110-00752,"M931,SO,S/DC,N,STD,N,N,BO,USB",MÁY ??C MÃ V?CH,8471901000
941010112-00752," M941,SO,S/DC,N,ENH,N,N,BO,USB",MÁY ??C MÃ V?CH,8471901000
BC4010-BK-BT-C780,BC4010-BASE/KROGER/IBM/SVC KIT SB5754,C?M L?P RÁP ?? S?C,8473309000
BC4030-WH-BT-C240,BC4030-BASE/CHARGER INT-WH-BT SB5205,C?M L?P RÁP ?? S?C,8473309000
9420411313-230311,"M942,M/D,M/DC,EU,E/SS,M/DD/DI,N,EU,RS",MÁY ??C MÃ V?CH,8471901000
98203030720-024212,"MGL98,SS,M/D,L/LLT,MEX,N,M/SD/SI,T,US,RS",MÁY ??C MÃ V?CH,8471901000
9420113015-003231,"MGL942,E/ND,M/DC,US,D/SS,N,C/BM,US,RS",MÁY ??C MÃ V?CH,8471901000
9420220013-011254,"M942,E/D,L/DC,US,E/SS,E/SD/SI,CSS,US,USB",MÁY ??C MÃ V?CH,8471901000
931021110-00053,"MGL931,SO,ADPT,M/DC,N,STD,N,N,N,USB",MÁY ??C MÃ V?CH,8471901000
941010114-000531,"M941,SO,S/DC,N,DIG,N,N,N,USB,E",MÁY ??C MÃ V?CH,8471901000
653364016,"GEL-7801 SMD MAIN B.BASE-STAR,MARCO POLO",B?NG M?CH IN ?I?N T?,8473301000
663364016,"GEL-7801 MAIN B.BASE-STAR,MARCO POLO",B?NG M?CH IN ?I?N T?,8473301000
683364012,"GEL-7801 MAIN B.BASE+SW STAR,MARCO POLO",B?NG M?CH IN ?I?N T?,8473301000
683364022,"GEL-8134 MAIN BOARD +SW BASE-BT,MARCO P.",B?NG M?CH IN ?I?N T?,8473301000
9420420115-020054,"M942,M/D,L/DC,MX,D/SS,M/S/S,N,N,USB",MÁY ??C MÃ V?CH,8471901000
9420420115-020231,"M942,M/D,L/DC,MX,D/SS,M/S/S,N,US,RS",MÁY ??C MÃ V?CH,8471901000
9420420114-020242,"M942,M/D,L/DC,MX,DIG,M/SD/SI,N,US,IBM",MÁY ??C MÃ V?CH,8471901000
9420420114-020251,"M942,M/D,L/DC,MX,DIG,M/SD/SI,N,US,USB",MÁY ??C MÃ V?CH,8471901000
9420413104-0202421,"M942,M/D,M/DC,MX,D,M/SD/SI,N,US,IBM,E",MÁY ??C MÃ V?CH,8471901000
9320413100-0202421,"MGL932,M/D,M/DC,MX,STD,M/S/S,N,US,IBM,E",MÁY ??C MÃ V?CH,8471901000
9320320110-0002311,"MGL93,M/ND,L/DC,MEX,STD,N,N,US,RS,E",MÁY ??C MÃ V?CH,8471901000
98203040720-020212,"MGL98,SS,M/D,L/DC,MEX,N,M/SD/SI,N,US,RS",MÁY ??C MÃ V?CH,8471901000
700261000,"ASSY,SCAN MODULE WITH JUMPERS,QW21XX",C?M L?P RÁP B? PH?N ?I?U KHI?N,8473309000
700261100,"ASSY,SCAN MODULE JUMPERS,QW21XX,SH5319",C?M L?P RÁP B? PH?N ?I?U KHI?N,8473309000
10-4963,"PART,PCBA MAIN,MGL 1000I,ROHS",PH? KI?N B?NG M?CH IN ?I?N T?,8473309000
10-4960,"PART,PCBA,MAIN ,MGL 1000I,ROHS",PH? KI?N B?NG M?CH IN ?I?N T?,8473309000
683740023,"PCBA,GEL-8246,C2/M3,VBUS,MET,TSTD+SW",B?NG M?CH IN ?I?N T?,8473301000
683740033,"PCBA,GEL-8247,C2/M3,VBUS,FRU,TSTD+SW",B?NG M?CH IN ?I?N T?,8473301000
054120517,IC BQ500212A QFN48 WIRELESS POWERCONTROL,M?CH ?I?N T? TÍCH H?P,8542310000
850017814,"ADDENDUM,WHITE LED,GFS4470 SB5672",GI?Y CH?NG NH?N,4901100000
942400029,SKORPIOX3 00A0LS-3S0-CEU1 SH5110,MÁY ??C MÃ V?CH,8471901000
M3301-010220-01604,"MGL33,W/E,LLT,FACT,2D,1250,N,N,US,USB/K",MÁY ??C MÃ V?CH,8471901000
84262605-102150100,"MGL84,CAN,L/SAPH,LS,US/S/D,MTC,US,USB",MÁY ??C MÃ V?CH,8471901000
054120462,"IC ACT8865,TQFN44,DC-DC CONVERTER,-40+85",M?CH ?I?N T? TÍCH H?P,8542310000
064000068,"OSC,12 MHZ 3,3V 50PPM,SMD 2X1.6",TH?CH ANH,8541600000
034000710,RES  21K 1% 0201 1/20W,?I?N TR?,8533210000
034000711,RES  5.62K 1% 0201 1/20W,?I?N TR?,8533210000
027110128,IND    10   UH 5% SMD WIREWOUND CHIP,CU?N C?M,8504502000
027000218,"IND,2.2UH,20%,1.5A,SMD,2.0X1.6X1.0",CU?N C?M,8504502000
142069402,"SPIDER,SUPPORT, MGL93/94",MI?NG ??M GI? CÂN (NH?A),3926909900
142061003,"PLATTER,SUPPORT,PKG MGL9800I",THANH ?? N?P ??Y (NH?A),3926909900
890003901,"PART,BC4010 BT KROGER MAIN B.W.CONTACTS",PH? KI?N B?NG M?CH IN ?I?N T?,8473309000
890003902,"PART,BC4010 KROGER CONTACT (5PCS) WO WI",PH? KI?N B? TI?P ?I?M ?ÀN H?I,8473309000
890003904,"PART, BC4010 BT KROGER ENCLOSURE SET",PH? KI?N V? MÁY ??C MÃ V?CH,8473309000
QD2131-BKK10-C783,"QSCAN QD2131,LI,BK, USB KIT SB5740",MÁY ??C MÃ V?CH,8471901000
9420120013-003053,"M942,E/ND,L/DC,US,E/SS,N,C/BM,N,USB",MÁY ??C MÃ V?CH,8471901000
9810314231-04053,"MGL98,REWE,M/LLT,AD,D/SS,N,TDR,N,USB",MÁY ??C MÃ V?CH,8471901000
84223404-202310800,"MGL84,S/S,EU,M/DLC,MS,E/SD,MTC,UK,RS/RS",MÁY ??C MÃ V?CH,8471901000
84221404-004020001,"MGL84,S/S,EU,M/DLC,M/S,N/D,M,N,N/RS/WN,E",MÁY ??C MÃ V?CH,8471901000
98203030722-024242,"MGL98,SS,M/D,L/LLT,MEX,E,M/S/S,TD,US,IBM",MÁY ??C MÃ V?CH,8471901000
9810110121-04242,"MGL98,SO,MED/LLT,N,EAS,N,TDR,US,IBM",MÁY ??C MÃ V?CH,8471901000
941010113-00110,"M941,SO,S/DC,N,EN/SS N,N,US,N/RS",MÁY ??C MÃ V?CH,8471901000
941011012-00712,"M941,SO,M/DC,N,EN,N,N,BO,RS",MÁY ??C MÃ V?CH,8471901000
941011112-00053,"M941,SO,M/DC,N,EN,N,N,N,USB",MÁY ??C MÃ V?CH,8471901000
941021113-00053,"M941,SO,ADPT,M/DC,N,E/SS,N,N,N,USB",MÁY ??C MÃ V?CH,8471901000
663267018,GEL-7706 HANDLE B.MOBILE QM24XX,B?NG M?CH IN ?I?N T?,8473301000
653267018,GEL-7706 SMD HANDLE B.MOBILE QM2430,B?NG M?CH IN ?I?N T?,8473301000
663267023,GEL-8248 HANDLE B.MOBILE QM/QBT2131,B?NG M?CH IN ?I?N T?,8473301000
653267023,GEL-8248 SMD HANDLE B.MOBILE QM/QBT2131,B?NG M?CH IN ?I?N T?,8473301000
653763012,GEL-8287 SMD JOYANG MAINBOARD,B?NG M?CH IN ?I?N T?,8473301000
653763020,GEL-8287 SMD JOYANG BASIC MAINBOARD,B?NG M?CH IN ?I?N T?,8473301000
653882010,GEL-8481 SMD JOYANG NFC ANT,B?NG M?CH IN ?I?N T?,8473301000
663763012,GEL-8287 JOYANG MAINBOARD,B?NG M?CH IN ?I?N T?,8473301000
663763020,GEL-8287 JOYANG BASIC MAINBOARD,B?NG M?CH IN ?I?N T?,8473301000
663882010,GEL-8481 JOYANG NFC ANT,B?NG M?CH IN ?I?N T?,8473301000
700260500,GMC-2605 MAINBOARD JOYA TOUCH FULL,C?M L?P RÁP B?NG M?CH IN ?I?N T?,8473309000
700260600,GMC-2606 MAINBOARD JOYA TOUCH BASIC,C?M L?P RÁP B?NG M?CH IN ?I?N T?,8473309000
90ACC0241,"ACC,DWM UPGRADE KIT DEMOS ONLY",PH? KI?N B?NG M?CH IN ?I?N T?,8473309000
820078314,"MANUAL,QRG,GD4400 2D",SÁCH H??NG D?N,4901999000
820078414,"MANUAL,QRG,GRYPHON GM4400-STAR",SÁCH H??NG D?N,4901999000
820078514,"MANUAL,QRG,GBT4400",SÁCH H??NG D?N,4901999000
700256410,"TOP COVER DARK,MARCO POLO",V? MÁY ??C MÃ V?CH (NH?A),3926909900
278162901,ORION TILTED SUPPORT LIGHT,MI?NG ??M (NH?A),3926909900
278162911,ORION TILTED SUPPORT DARK,MI?NG ??M (NH?A),3926909900
941010112-01510,"M941,SO,S/DC,N,ENH,N,CSS,IT/CH,N/RS",MÁY ??C MÃ V?CH,8471901000
653992010,"PCBA,GEL-8636,MCHND,MGL3400",B?NG M?CH IN ?I?N T?,8473301000
653992020,"PCBA,GEL-8638,DEV W/SC,MCHND,MGL3400",B?NG M?CH IN ?I?N T?,8473301000
663992010,"PCBA,GEL-8636,TSTD,MGL3400",B?NG M?CH IN ?I?N T?,8473301000
663992020,"PCBA,GEL-8638,DEV W/SC,TSTD,MGL3400",B?NG M?CH IN ?I?N T?,8473301000
700253410,"BODY ASSEMBLY,DARK,MARCO POLO",V? MÁY ??C MÃ V?CH (NH?A),3926909900
020000239,MODULE WIFI SSD45N 802.11A/B/G/N,B?NG M?CH IN ?I?N T?,8473301000
020000240,MODULE 900 BTV4.0 CLASSIC+BLE,B?NG M?CH IN ?I?N T?,8473301000
034000671,RES 120K 1% 0201 1/20W,?I?N TR?,8533210000
034300270,RES 270   R 1% 0805 1/8W,?I?N TR?,8533210000
034504560,"RES   5,6 M 5% 0805 1/8W",?I?N TR?,8533210000
054130033,IC SN74LVC2G04DBV SOT23 DUAL INVERTER,M?CH ?I?N T? TÍCH H?P,8542310000
100376302,FE3763 CS-1976,M?CH IN,8534003000
064000067,"OSC,26.00MHZ,TCXO,3.3V,/W ENABLE",TH?CH ANH,8541600000
025000215,POWER SUPPLY LEVEL VI MICROUSB WALL+PLUG,B? NGU?N,8504401900
131096902,"NOSE, ENCLOSURE ENGINE, COBALTO",V? GI? G??NG (NH?A),3926909900
175009007,"TRIGGER,GD4410,GERMAN POST",NÚT NH?N (NH?A),3926909900
278000704,"WINDOW FRAME,GERMAN POST",KHUNG G??NG (NH?A),3926909900
131123400,"TOP COVER,GRYPHON GERMAN POST",V? MÁY ??C MÃ V?CH (NH?A),3926909900
034000636,RES 0R 0402 1/8W,?I?N TR?,8533210000
065000081,"MOSFET P,SI1317,SOT323,20V,1A,200MOHM",TRANSISTOR,8541290000
9320310101-000252,"MGL93,M/ND,M/DC,MEX,S/SS,N,N,US,USB",MÁY ??C MÃ V?CH,8471901000
281056300,ST - 563 SCAN ENGINE BRACKET,KHUNG ?? (NH?A),3926909900
010000575,SCR WN1411 TX K22X8 ZCBK ST,?C VÍT,7318150000
100384800,FE-3848 PCB CS-2033,M?CH IN,8534003000
100388200,FE-3882 PCB CS-2082,M?CH IN,8534003000
034000635,RES   0R  0201 1/20W,?I?N TR?,8533210000
034000639,RES  10R 1% 0201 1/20W,?I?N TR?,8533210000
034000641,"RES  82,5R 1% 0201 1/20W",?I?N TR?,8533210000
034000642,RES 100R 5% 0201 1/20W,?I?N TR?,8533210000
94ACC0108,EXTENDED BATTERY COVER MEMORX3 KIT(5PCS),PH? KI?N N?P CHE PIN,8473309000
94A051022,WIN-NET SERIAL CAB (HRS ST40X-18S-CV),PH? KI?N DÂY CÁP ?I?N,8473309000
94ACC1366,SOFTCASE MEMOR W/SWIVEL,PH? KI?N TÚI ??NG MÁY ??C MÃ V?CH,8473309000
94ACC0111,"FINGERSTRAP MEMORX3, KIT (5PCS)",PH? KI?N DÂY ?EO,8473309000
8-0736-03,"CBL ASY,ROHS,RS,DB9S,COIL,BLK,8'",DÂY CÁP ?I?N,8544119000
GD4430-WHK10-C705,"GRYPHON GD4400,2D WH,USB KIT SB5665",MÁY ??C MÃ V?CH,8471901000
TD1130-WH-65-C732,"TD1100, WHITE, TOUCH 65, PRO SS5693",MÁY ??C MÃ V?CH,8471901000
9420220013-010053,"M942,E/D,L/DC,US,E/SS,E/SD/SI,N,N,USB",MÁY ??C MÃ V?CH,8471901000
9420220012-010242,"M942,E/D,L/DC,US,ENH,E/SD/SI,N,US,IBM",MÁY ??C MÃ V?CH,8471901000
084000332,CAP X7S 2.2UF 6.3V 0402 +/-10%,T? ?I?N,8532240000
027000226,"IND 4.7UH,20% 0805 0.8A ,IS>0.27A      ",CU?N C?M,8504502000
027000227,"FILTER,RF,BT,2.45GHZ,1.6X0.8MM,SMD             ",CU?N C?M,8504502000
054120508,IC MCP4662 DFN DUAL DIGIT POTENTIOMETER,M?CH ?I?N T? TÍCH H?P,8542310000
083000020,CAP C0G  56   PF 50V 0402 5%,T? ?I?N,8532240000
084000348,COND NP0 33NF 50V 1206 5%,T? ?I?N,8532240000
084000349,COND X7R 2.2NF 50V 0603 10%,T? ?I?N,8532240000
663438040,"GEL-8704, MAIN BT",B?NG M?CH IN ?I?N T?,8473301000
890003138,"PART, KPD+OV, NUM F1-F11, Q5, SKORPIOX3",PH? KI?N BÀN PHÍM,8473309000
700035102,GMC-351 SKORPIOX3 BODY,C?M L?P RÁP V? MÁY ??C MÃ V?CH,8473309000
700016602,"ASSY,MOUNT SCAN ENG,GM4400-XX-433",C?M L?P RÁP B? PH?N ?I?U KHI?N,8473309000
700261600,"ASSY,MOUNT SCAN ENG,GM4400-XX-910",C?M L?P RÁP B? PH?N ?I?U KHI?N,8473309000
176078800,GA - 788 EMI FOAM GASKET,MI?NG ??M (MÚT X?P),3923909000
3-1004-12,"PCBA,MAIN BOARD,(FRU),TSTD,MGL22/23E",B?NG M?CH IN ?I?N T?,8473301000
034362750,RES  75   K 1% 0603 1/10W,?I?N TR?,8533210000
5-2452-01,"ASSY,BOTTOM ENCLOSURE,BLACK,MGL 1000I",C?M L?P RÁP V? MÁY ??C MÃ V?CH,8473309000
084000065,CAP 18PF 50V 10% 0201 ROHS,T? ?I?N,8532240000
034000111,"RES,24.3K,TF,1/16W,1%,0402,ROHS",?I?N TR?,8533210000
890003563,MOTHERBOARD PD9530 DPM REL ,PH? KI?N B? PH?N ?I?U KHI?N,8473309000
890003564,TOP ENCLOSURE PD9XXX DPM,PH? KI?N V? MÁY ??C MÃ V?CH,8473309000
890003565,MOTHERBOARD DPM 910MHZ PM9500 REL,PH? KI?N B? PH?N ?I?U KHI?N,8473309000
890003566,MOTHERBOARD DPM 433MHZ PM9500 REL,PH? KI?N B? PH?N ?I?U KHI?N,8473309000
890003567,MOTHERBOARD DPM PBT PM9500 REL,PH? KI?N B? PH?N ?I?U KHI?N,8473309000
890003908,TOP ENCLOSURE W/DISPLAY DPM PM9500,PH? KI?N V? MÁY ??C MÃ V?CH,8473309000
664818016,GEL-4876 HANDLE BOARD RADIO VESPUCCI,B?NG M?CH IN ?I?N T?,8473301000
131097604,"TOP ENCLOSURE ENGINE,BK,NO LOGO,COBALTO",V? MÁY ??C MÃ V?CH (NH?A),3926909900
131097603,"TOP ENCLOSURE ENGINE,WH,NO LOGO,COBALTO",V? MÁY ??C MÃ V?CH (NH?A),3926909900
027000241,IND RF 2.7U 5% 0805 QMIN 15,CU?N C?M,8504502000
054120505,IC 2-AND MAC08A 5V-TOL MICROPAK,M?CH ?I?N T? TÍCH H?P,8542310000
054120506,IC DRV2605 BGA HAPTIC DRIVER FOR VIBRO,M?CH ?I?N T? TÍCH H?P,8542310000
065000095,MOSFET P SINGLE 0402-LGA 20V 1.6A,TRANSISTOR,8541290000
054110191,IC -- MT46H128M16LFDD-48 -- LPDDR RAM,M?CH ?I?N T? TÍCH H?P,8542310000
054120414,IC TPS63000 QFN10 ADJ DC-DC CONV,M?CH ?I?N T? TÍCH H?P,8542310000
054120437,"IC TPS61040 SOT23-5 BOOST CONV 0,5A",M?CH ?I?N T? TÍCH H?P,8542310000
100399200,"FAB,FE3992,A8, DEV W/SIDECAR,M3400",M?CH IN,8534003000
100394300,"FAB FE3943,DISCRETE I/F,MGL98I",M?CH IN,8534003000
000000703,"CONN,USB TYPE A,4PIN,VERT",??U N?I,8536693900
034000286,"RES,10 1/20W 5% 0201 ROHS",?I?N TR?,8533210000
034000298,"RES,270K 1/20W 5% 0201 ROHS",?I?N TR?,8533210000
034000301,"RES,75 1/20W 5% 0201 ROHS",?I?N TR?,8533210000
084000063,CAP 10PF 50V +/-.5PF 0201 ROHS,T? ?I?N,8532240000
700020901,"ASSY MOUNT SCAN ENGINE,HC,HD,BT",C?M L?P RÁP B? PH?N ?I?U KHI?N,8473309000
654028010,"PCBA,GEL-8691,CTRL PNL,MCHND,MGL34",B?NG M?CH IN ?I?N T?,8473301000
664028010,"PCBA,GEL-8691,CNTRL PNL,TSTD,MGL34",B?NG M?CH IN ?I?N T?,8473301000
931011010-00252,"MGL93,SO,M/DC,N,STD,N,N,US,USB",MÁY ??C MÃ V?CH,8471901000
M3301-010200-07104,"MGL33,W/E,LLT,FACT,2D,N,N,N,EU,RS",MÁY ??C MÃ V?CH,8471901000
9420213012-010242,"M942,E/D,M/DC,US,ENH,E/S/S,N,US,IBM",MÁY ??C MÃ V?CH,8471901000
QW2120-BKK10S-C790,"QW2100,BLK,USB,USB CBL KIT,STAND SH5746",MÁY ??C MÃ V?CH,8471901000
131094923,"STAND HALF MOON SUPPORT BK,PC,STRADIVARI",THÂN ?? ?? (NH?A),3926909900
131094933,"STAND HALF MOON SUPPORT WH,PC,STRADIVARI",THÂN ?? ?? (NH?A),3926909900
054110222,"IC W25Q32FV SOIC8,32MBIT,SERIAL FLASH",M?CH ?I?N T? TÍCH H?P,8542310000
054110223,"IC W25Q32FV WSON8,32MBIT,SERIAL FLASH",M?CH ?I?N T? TÍCH H?P,8542310000
000000706,"CONN,40P,DUALCLASP VERT REC",??U N?I,8536693900
000000707,"CONN,40P,DUALCLASP PLUG",??U N?I,8536693900
100402900,"FAB,ILLUMINATION,MGL34/35",M?CH IN,8534003000
100402800,"FAB,CONTROL PANEL,MGL34",M?CH IN,8534003000
700229801,"ASSY,VERT,ILLUMINATION,BTEK,MGL93/94I",C?M PHÁT QUANG M?T ??NG,8473309000
890001908,DL-KYMAN MAIN BOARD CE5.0 REL.2,PH? KI?N B?NG M?CH IN ?I?N T?,8473309000
945250052,FALCONX3+ 00A0HP-3F0-CEU1,MÁY ??C MÃ V?CH,8471901000
94A151117,DL-SKORPIO SINGLE CRADLE DESK,PH? KI?N C?M L?P SÁP ?? S?C,8473309000
TD1120-BK-65K1,"TD1100,BLACK,TOUCH 65 LITE,USB KIT",MÁY ??C MÃ V?CH,8471901000
94A150057,"DOCK,SS, FALCONX3 W/USB TYPE-B W/PWR SUP",PH? KI?N C?M L?P SÁP ?? S?C,8473309000
944300045,ELF-HC 00A0WI-1Q1-MEN0,MÁY ??C MÃ V?CH,8471901000
94A150052,"DOCK HC, SINGLE SLOT, ELF",PH? KI?N C?M L?P SÁP ?? S?C,8473309000
QW2170-BK-RM,"QW2100, BLK, RSKBW, RM",MÁY ??C MÃ V?CH,8471901000
94A151121,DOCK MEMOR VEHICLE W POWER ADAPTER,PH? KI?N C?M L?P SÁP ?? S?C,8473309000
BC4030-WH-433,BC4030-BASE/CHARGER M INT-WHITE-433MHZ,C?M L?P RÁP ?? S?C,8473309000
BC4030-HC-433,BC4030-BASE/CHARGER M INT-HC-433MHZ,C?M L?P RÁP ?? S?C,8473309000
131108703,"CONTACT SUPPORT ENCLOSURE,HOME DEPOT",MI?NG ?? (NH?A),3926909900
90A052291,"CABLE,USB-A,TPUW,COIL,POT,WHT,5M SH5747",DÂY CÁP ?I?N,8544119000
654029010,"PCBA,GEL-8692,ILLUM,MGL34/35,MCHND",B?NG M?CH IN ?I?N T?,8473301000
664029010,"PCBA,GEL-8692,ILLUM,MGL34/35,TSTD",B?NG M?CH IN ?I?N T?,8473301000
890003918,"PART, UPPER ENCL,SKORPIOX3 SH5134",PH? KI?N V? MÁY ??C MÃ V?CH,8473309000
890003909,"PART,PCBA,MB,DOLLAR GENERAL,S/O,MGL9300I",PH? KI?N ??U ??C MÃ V?CH,8473309000
931232010-00242,"MGL93,SO,DG,L/DC,N,STD,N,N,US,IBM",MÁY ??C MÃ V?CH,8471901000
054110218,"IC SST26VF032BT SOIC8,32MBIT,SERIALFLASH",M?CH ?I?N T? TÍCH H?P,8542310000
054110219,"IC SST26VF032BT VSON8,32MBIT,SERIALFLASH",M?CH ?I?N T? TÍCH H?P,8542310000
054120512,"IC M74VHC1GT125 SC70,NON INVERTING BUFFER",M?CH ?I?N T? TÍCH H?P,8542310000
890003911,PLASTIC SUPPORTS KIT (3 PCS) PM8300,PH? KI?N MI?NG ??,8473309000
000000708,"CONN,DUALCLASP CRIMP PIN",??U N?I,8536693900
084115156,CAP X7R 560   PF 50V 0603 10%                       ,T? ?I?N,8532240000
035000074,"RES,49.9K,TF,1/10W,1%,0603,ROHS",?I?N TR?,8533210000
034563120,RES 120   K 5% 0603 1/10W,?I?N TR?,8533210000
034000299,"RES,1M 1/20W 5% 0201 ROHS",?I?N TR?,8533210000
034000287,"RES,470 1/20W 5% 0201 ROHS",?I?N TR?,8533210000
034000285,"RES,820 1/20W 1% 0201 ROHS",?I?N TR?,8533210000
034000304,"RES,8.45K 1/20W 1% 0201 ROHS",?I?N TR?,8533210000
