PARTNUMBER,DESCRIPTIONEN,DESCRIPTIONVI,HTS CODE
662807050,GEL- MAIN DESK GRYPHON GDXX-DPM,B?NG M?CH IN ?I?N T?,8473301000
5-3418-01,ASSY BASE/CHARGER M-INT BT PBT,C?M L?P RÁP ?? S?C,8473309000
820029660,INSERT CHINA TBL OF RSTCD ELEMENTS PC,GI?Y CH?NG NH?N,4901999000
820025114,MANUAL QRG BS PBT,SÁCH H??NG D?N,4901999000
721104900,KIT PACKAGING BASE STATION BCX,C?M L?P RÁP ?ÓNG GÓI,8473309000
5-3410-03,SCANNER Y/B N/PTR MULTI PBT,MÁY ??C MÃ V?CH,8471901000
740000100,BASE/CHARGER M-INT BT SUB ASSY PBT,C?M L?P RÁP ?? S?C,8473309000
721106100,KIT PACKAGING COMBO PBT,C?M L?P RÁP ?ÓNG GÓI,8473309000
820029990,INSERT TBL OFCHINA RSTCTD ELEMENTS PBT,GI?Y CH?NG NH?N,4901999000
94ACC0078,SCREEN PROTECT  ” (PCS),PH? KI?N MI?NG DÁN B?O V? MÀN HÌNH HI?N TH?,8473309000
PM8300-AR433,POWERSCAN M AR MHZ,MÁY ??C MÃ V?CH,8471901000
PM8300-AR433RB,POWERSCAN M ARMHZ REMOVABBATTERY,MÁY ??C MÃ V?CH,8471901000
PM8300-DAR433,POWERSCAN M/D AR MHZ,MÁY ??C MÃ V?CH,8471901000
PM8300-DAR433RB,POWERSCAN M/D AR  RB,MÁY ??C MÃ V?CH,8471901000
PM8300-DK433,POWERSCAN M/DK MHZ,MÁY ??C MÃ V?CH,8471901000
PM8300-DK433RB,POWERSCAN M/DK MHZ REMBATT,MÁY ??C MÃ V?CH,8471901000
PM8300-DK433RK10,POWERSCAN M/DK  RB USBKIT,MÁY ??C MÃ V?CH,8471901000
PM8300-DK433RK20,POWERSCAN M/DK  RB RSKIT,MÁY ??C MÃ V?CH,8471901000
PM8300-DKAR433,POWERSCAN M/DK AR MHZ,MÁY ??C MÃ V?CH,8471901000
PM8300-DKAR433RK10,POWERSCAN M/DK AR  RB USBKIT,MÁY ??C MÃ V?CH,8471901000
PM8300-DKAR433RK20,POWERSCAN M/DK AR  RB RSKIT,MÁY ??C MÃ V?CH,8471901000
CAB-440,CAB- USB TYPE A PWR STRAIGHT,DÂY CÁP ?I?N,8544119000
10-5888,PART LOAD CELL MST MGLXT,PH? KI?N B? ?O KH?I L??NG,8473309000
8-0751-10,CBL ASY ROHS RS SNI W/DTR BLK SHT/OM M,DÂY CÁP ?I?N,8544119000
90A051950,CAB-  RS INTERFACE SPLITTER,DÂY CÁP ?I?N,8544119000
90A051902,CAB- USB TYPE A  OPT-PWR  STRAIGHT,DÂY CÁP ?I?N,8544119000
4004-0851,POWER SUPPLY WALL MOUNT V US ROHS,B? NGU?N,8504401900
010138004,SCREW M   X   UNI  WZ,?C VÍT,7318150000
700179808,GMC- M BATTERY PACK,PIN,8507609000
700179708,GMC- REM BATTERY PACK,PIN,8507609000
90ACC1920,PG-P-US SH POWER SUPPLY,PH? KI?N B? NGU?N,8473309000
90ACC1887,POWER CORD UK -PIN,PH? KI?N DÂY NGU?N,8473309000
RBP-PM80,BATTERY PACK  REMOVABLE  RBP-,C?M L?P RÁP PIN,8473309000
STD-P080,STD- HANDS-FREE STAND,C?M L?P RÁP ?? ??,8473309000
720010201,CRD- BC-X KIT,C?M PH? TÙNG CHO ??,8473309000
720010100,CRD- ANTENNA & BIND LABEL KIT,C?M PH? TÙNG ?NG-TEN,8473309000
740406400,ASSY- PM-D-AR,MÁY ??C MÃ V?CH,8471901000
740406500,ASSY- BC-,C?M L?P RÁP ?? S?C,8473309000
HLD-P080,HLD- DESK/WALL HOLDER,PH? KI?N C?M L?P RÁP ?? ??,8473309000
SBS-PM80,SBS- SPARE BATTERY SLOT  ,PIN,8507609000
054110190,IC WAD BGA SDRAM MOBILE X DDR G,M?CH ?I?N T? TÍCH H?P,8542310000
90A051210,CAB- WAND EMUL COIL PIN MALE,DÂY CÁP ?I?N,8544119000
90A051895,CAB- RS TO C-BOX ADAPTER  COILED,DÂY CÁP ?I?N,8544119000
90A051350,CAB- RS COILED     PIN MALE DTE,DÂY CÁP ?I?N,8544119000
901801000,HERON D  RS USB WEDGE&WAND,MÁY ??C MÃ V?CH,8471901000
GFS4150-9,GRYPHON GFS D RS,MÁY ??C MÃ V?CH,8471901000
GFS4170,GRYPHON GFS D USB,MÁY ??C MÃ V?CH,8471901000
901801013,HERON KIT D USB BLACK,MÁY ??C MÃ V?CH,8471901000
PD9530-DPM,POWERSCAN D DIRECT PART MARK,MÁY ??C MÃ V?CH,8471901000
CAB-436,CAB- KBW PS/ POT STR ' A,DÂY CÁP ?I?N,8544119000
662539015,GEL- TRIGGER ELF W/FLASH,B?NG M?CH IN ?I?N T?,8473301000
662539043,GEL -  TRIGGER BOARD ELF LIGHT,B?NG M?CH IN ?I?N T?,8473301000
700038111,ASSY LOCK FITTING BRACKET BC,C?M L?P RÁP GIÁ ?? ?? S?C,8473309000
5-2750-08,ASSY SCANNER W/O EAS DLS MGLHS CRP,MÁY ??C MÃ V?CH,8471901000
5-2750-09,ASSY SCANNER W/EAS DLS MGLHS CRP,MÁY ??C MÃ V?CH,8471901000
5-3410-04,SCANNER Y/B W/PTR MULTI PBT,MÁY ??C MÃ V?CH,8471901000
721105600,KIT PACKAGING  SCANNER PBT,C?M L?P RÁP ?ÓNG GÓI,8473309000
5-3411-05,SCANNER B/B N/PTR MULTI PD,MÁY ??C MÃ V?CH,8471901000
721104300,KIT COMMON PACKAGING PD,C?M L?P RÁP ?ÓNG GÓI,8473309000
5-3411-07,SCANNER Y/B N/PTR MULTI PD,MÁY ??C MÃ V?CH,8471901000
5-3411-08,SCANNER Y/B W/PTR MULTI PD,MÁY ??C MÃ V?CH,8471901000
5-3411-01,SCANNER B/B N/PTR POS PD,MÁY ??C MÃ V?CH,8471901000
8-0736-04,CBL ASY ROHS RS SNI W/DTR BLK ',DÂY CÁP ?I?N,8544119000
CAB-471,CAB- RS D F DCE COIL' A,DÂY CÁP ?I?N,8544119000
8-0734-08,CBL ASY ROHS USB SERIES A LW POT ',DÂY CÁP ?I?N,8544119000
CAB-434,CAB- RS PWR P FEMALE COILED,DÂY CÁP ?I?N,8544119000
8-0751-03,CBL ASY ROHS RS DBS E/P STRGHT ',DÂY CÁP ?I?N,8544119000
822000941,ELF WEHH QUICK START GUIDE,SÁCH H??NG D?N,4901999000
822001101,SKORPIO X QUICK START GUIDE,SÁCH H??NG D?N,4901999000
820059214,INSTR MOUNT KIT MGL //,SÁCH H??NG D?N,4901999000
019200015,"BOX PKG "" X"" X""",H?P ?ÓNG GÓI (CARTON),4819100000
5-2746,ASSY TIN OXIDE TOP DLS MGLHS,C?M L?P RÁP G??NG,8473309000
8-0734-10,CBL ASY ROHS USB SERIES A POT LW SPD  M,DÂY CÁP ?I?N,8544119000
8-0734-16,CBL ASY ROHS USB SERIE A POT FLL SPD ',DÂY CÁP ?I?N,8544119000
CAB-459,CAB- RS PWR P FEMALE COILED M,DÂY CÁP ?I?N,8544119000
8-0734-07,CABLE ROHS IBM/USB POT EAS ',DÂY CÁP ?I?N,8544119000
5-2740,ASSY LLT TOP DLS MGLHS,C?M L?P RÁP N?P ??Y,8473309000
5-2741,ASSY DLC TOP DLS MGLHS,C?M L?P RÁP N?P ??Y,8473309000
5-2750-05,ASSY SCANNER W/O EAS DLS MGLHS,MÁY ??C MÃ V?CH,8471901000
5-2750-10,ASSY SCANNER W/EAS DLS METTLER MGLHS,MÁY ??C MÃ V?CH,8471901000
11-0178,ACCESSORY HS FILL MGLHS ROHS,PH? KI?N KHUNG ??,8473309000
5-3110-01,"ASSY STAND "" GOOSENECK BLACK MGL I",C?M L?P RÁP ?? ??,8473309000
5-3110-02,"ASSY STAND "" GOOSENECK GREY MGL I",C?M L?P RÁP ?? ??,8473309000
5-3321-01,ASSY STAND TILT BLACK MGL I,C?M L?P RÁP ?? ??,8473309000
8-0681-01,ASSY STAND GREY QS,C?M L?P RÁP ?? ??,8473309000
5-1827-10,SCANNER ENCL DLS LOGO W/O EAS MGLVS,MÁY ??C MÃ V?CH,8471901000
5-2749-04,ASSY ENCL DLS LOGO W/O EAS ESD MGLVS,MÁY ??C MÃ V?CH,8471901000
5-2749-05,SCANNER ENCL DLS LGO W/EAS ESD MGLVS,MÁY ??C MÃ V?CH,8471901000
5-2749-10,SCANNER W/O EAS ESD M CRP,MÁY ??C MÃ V?CH,8471901000
5-2749-14,SCNR NO COST DLS LGO W/O EAS ESD CKD M,MÁY ??C MÃ V?CH,8471901000
BC8030-433,BC- BASE/CHARGER M-INT MHZ,C?M L?P RÁP ?? S?C,8473309000
BC8030-910,BC- BASE/CHARGER M-INT MHZ,C?M L?P RÁP ?? S?C,8473309000
BC8030-BT,BC- BASE/CHARGER M-INT BT,C?M L?P RÁP ?? S?C,8473309000
PBT8300-ARRK10EU,POWERSCAN PBT AR RB USBKIT EU,MÁY ??C MÃ V?CH,8471901000
PBT8300-ARRK10US,POWERSCAN PBT AR RB USBKIT US,MÁY ??C MÃ V?CH,8471901000
PBT8300-ARRK20EU,POWERSCAN PBT AR RB RSKIT EU,MÁY ??C MÃ V?CH,8471901000
PBT8300-ARRK20US,POWERSCAN PBT AR RB RSKIT US,MÁY ??C MÃ V?CH,8471901000
PBT8300-DKRB,POWERSCAN PBT/DK REMBATT,MÁY ??C MÃ V?CH,8471901000
PBT8300-DRB,POWERSCAN PBT/D REMBATT,MÁY ??C MÃ V?CH,8471901000
PBT8300-RB,POWERSCAN PBT REMBATT,MÁY ??C MÃ V?CH,8471901000
PBT8300-RK10EU,POWERSCAN PBT RB USBKIT EU,MÁY ??C MÃ V?CH,8471901000
PBT8300-RK10US,POWERSCAN PBT RB USBKIT US,MÁY ??C MÃ V?CH,8471901000
PBT8300-RK20EU,POWERSCAN PBT RB RSKIT EU,MÁY ??C MÃ V?CH,8471901000
PBT8300-RK20US,POWERSCAN PBT RB RSKIT US,MÁY ??C MÃ V?CH,8471901000
PD8330,POWERSCAN D,MÁY ??C MÃ V?CH,8471901000
PD8330-AR,POWERSCAN D AR,MÁY ??C MÃ V?CH,8471901000
PD8330-ARK1,POWERSCAN D AR USBKIT,MÁY ??C MÃ V?CH,8471901000
PD8330-ARK2,POWERSCAN D AR RSKIT,MÁY ??C MÃ V?CH,8471901000
PD8330-ARK3,POWERSCAN D AR WEDGEKIT,MÁY ??C MÃ V?CH,8471901000
PD8330-K1,POWERSCAN D USBKIT,MÁY ??C MÃ V?CH,8471901000
PD8330-K2,POWERSCAN D RSKIT,MÁY ??C MÃ V?CH,8471901000
PD8330-K3,POWERSCAN D KBW KIT,MÁY ??C MÃ V?CH,8471901000
PD8340-AR,POWERSCAN D AR UNDECODED ,MÁY ??C MÃ V?CH,8471901000
PM8300-433,POWERSCAN M MHZ,MÁY ??C MÃ V?CH,8471901000
PM8300-433K1,POWERSCAN M MHZ USBKIT,MÁY ??C MÃ V?CH,8471901000
PM8300-433K3,POWERSCAN M MHZ KBWKIT,MÁY ??C MÃ V?CH,8471901000
PM8300-433RB,POWERSCAN M MHZ REMOVABLE BATTERY,MÁY ??C MÃ V?CH,8471901000
PM8300-910,POWERSCAN M MHZ,MÁY ??C MÃ V?CH,8471901000
PM8300-910K1,POWERSCAN M MHZ USBKIT,MÁY ??C MÃ V?CH,8471901000
PM8300-910K2,POWERSCAN M MHZ RSKIT,MÁY ??C MÃ V?CH,8471901000
PM8300-910K3,POWERSCAN M MHZ WEDGE KIT,MÁY ??C MÃ V?CH,8471901000
PM8300-910RB,POWERSCAN M  RB,MÁY ??C MÃ V?CH,8471901000
PM8300-910RBK1,POWERSCAN M  RB USBKIT,MÁY ??C MÃ V?CH,8471901000
PM8300-910RBK2,POWERSCAN M  RB RSKIT,MÁY ??C MÃ V?CH,8471901000
PM8300-AR910,POWERSCAN M AR ,MÁY ??C MÃ V?CH,8471901000
PM8300-AR910RB,POWERSCAN M AR  RB,MÁY ??C MÃ V?CH,8471901000
PM8300-D433,POWERSCAN M/D MHZ,MÁY ??C MÃ V?CH,8471901000
PM8300-D433RB,POWERSCAN M/D  RB,MÁY ??C MÃ V?CH,8471901000
PM8300-D433RBK10,POWERSCAN M/D  RB USBKIT,MÁY ??C MÃ V?CH,8471901000
PM8300-D910,POWERSCAN M/D ,MÁY ??C MÃ V?CH,8471901000
PM8300-D910RBK1,POWERSCAN M/D  RB USBKIT,MÁY ??C MÃ V?CH,8471901000
PM8300-D910RBK2,POWERSCAN M/D  RB RSKIT,MÁY ??C MÃ V?CH,8471901000
PM8300-DAR910,POWERSCAN M/D AR ,MÁY ??C MÃ V?CH,8471901000
PM8300-DAR910RB,POWERSCAN M/D AR RB,MÁY ??C MÃ V?CH,8471901000
PM8300-DK910RB,POWERSCAN M/DK MHZ REMBATT,MÁY ??C MÃ V?CH,8471901000
PM8300-DK910RK10,POWERSCAN M/DK  RB USBKIT,MÁY ??C MÃ V?CH,8471901000
PM8300-DK910RK20,POWERSCAN M/DK  RB RSKIT,MÁY ??C MÃ V?CH,8471901000
PM8300-DKAR910RB,POWERSCAN M/DK AR MHZ REMBATT,MÁY ??C MÃ V?CH,8471901000
PM8300-DKAR910RK10,POWERSCAN M/DK AR  RB USBKIT,MÁY ??C MÃ V?CH,8471901000
PM8300-DKAR910RK20,POWERSCAN M/DK AR  RB RSKIT,MÁY ??C MÃ V?CH,8471901000
BC9030-433,BC BASE/CHARGER MHZ M-INT,C?M L?P RÁP ?? S?C,8473309000
BC9030-910,BC BASE/CHARGER MHZ M-INT,C?M L?P RÁP ?? S?C,8473309000
BC9030-BT,BC BASE/CHARGER BT M-INT,C?M L?P RÁP ?? S?C,8473309000
BC9060-433,BC BASE/CHARGER MHZ M-INT/RS,C?M L?P RÁP ?? S?C,8473309000
BC9060-910,BC BASE/CHARGER MHZ M-INT/RS,C?M L?P RÁP ?? S?C,8473309000
BC9080-433,BC BASE/CHARGER MHZ M-INT/ETH,C?M L?P RÁP ?? S?C,8473309000
BC9080-910,BC BASE/CHARGER MHZ M-INT/ETH,C?M L?P RÁP ?? S?C,8473309000
BC9130-433,BC BASE/DUAL CHARGER MHZ M-INT,C?M L?P RÁP ?? S?C,8473309000
BC9130-910,BC BASE/DUAL CHARGER MHZ M-INT,C?M L?P RÁP ?? S?C,8473309000
BC9130-BT,BC BASE/DUAL CHARGER BT M-INT,C?M L?P RÁP ?? S?C,8473309000
BC9160-433,BC BASE/DUAL CHARGER MHZ M-INT/RS,C?M L?P RÁP ?? S?C,8473309000
BC9160-910,BC BASE/DUAL CHARGER MHZ M-INT/RS,C?M L?P RÁP ?? S?C,8473309000
BC9180-433,BC BASE/DUAL CHARGER MHZ M-INT/ET,C?M L?P RÁP ?? S?C,8473309000
BC9180-910,BC BASE/DUAL CHARGER MHZ M-INT/ET,C?M L?P RÁP ?? S?C,8473309000
BC9180-BT,BC BASE/DUAL CHARGER BT M-INT/ETH,C?M L?P RÁP ?? S?C,8473309000
PBT9500-DPMRB,POWERSCAN BT DPM,MÁY ??C MÃ V?CH,8471901000
PBT9500-HPRB,POWERSCAN PBT HP RB,MÁY ??C MÃ V?CH,8471901000
PBT9500-RB,POWERSCAN PBT STD RB,MÁY ??C MÃ V?CH,8471901000
PD9530,POWERSCAN D STD VDC,MÁY ??C MÃ V?CH,8471901000
PD9530-HP,POWERSCAN D HPERF VDC,MÁY ??C MÃ V?CH,8471901000
PD9530-HPE,POWERSCAN D HPERF -VDC,MÁY ??C MÃ V?CH,8471901000
PM9500-433RB,POWERSCAN PM MHZ STD RB,MÁY ??C MÃ V?CH,8471901000
PM9500-910RB,POWERSCAN PM MHZ STD RB,MÁY ??C MÃ V?CH,8471901000
PM9500-D433RB,POWERSCAN PM/D MHZ STD RB,MÁY ??C MÃ V?CH,8471901000
PM9500-D910RB,POWERSCAN PM/D MHZ STD RB,MÁY ??C MÃ V?CH,8471901000
PM9500-DHP433RB,POWERSCAN PM/D HP MHZ RB,MÁY ??C MÃ V?CH,8471901000
PM9500-DHP910RB,POWERSCAN PM/D HP MHZ RB,MÁY ??C MÃ V?CH,8471901000
PM9500-DKHP433RB,POWERSCAN PM/DK HP MHZ RB,MÁY ??C MÃ V?CH,8471901000
PM9500-DKHP910RB,POWERSCAN PM/DK HP MHZ RB,MÁY ??C MÃ V?CH,8471901000
PM9500-HP433RB,POWERSCAN PM HP MHZ RB,MÁY ??C MÃ V?CH,8471901000
PM9500-HP910RB,POWERSCAN PM HP MHZ RB,MÁY ??C MÃ V?CH,8471901000
90A401004,BASE STATION QS MOBILE MHZ WHITE,PH? KI?N C?M L?P RÁP ?? ??,8473309000
90A401005,BASE STATION QS MOBILE MHZ BLACK,PH? KI?N C?M L?P RÁP ?? ??,8473309000
90A401006,BASE STATION QS MOBILE MHZ WHITE,PH? KI?N C?M L?P RÁP ?? ??,8473309000
90A401007,BASE STATION QS MOBILE MHZ BLACK,PH? KI?N C?M L?P RÁP ?? ??,8473309000
QM2110-BK-433,QUICKSCAN M IBMKIT MHZ BLACK,MÁY ??C MÃ V?CH,8471901000
QM2110-WH-433,QUICKSCAN M IBMKIT MHZ WHITE,MÁY ??C MÃ V?CH,8471901000
QM2130-BK-433,QUICKSCAN M BLK MHZ ,MÁY ??C MÃ V?CH,8471901000
QM2130-BK-433-C049,DELFISCAN M - QUICKSCAN MOBILE ,MÁY ??C MÃ V?CH,8471901000
QM2130-BK-433-C090,QUICKSCAN M BLK MHZ SS,MÁY ??C MÃ V?CH,8471901000
QM2130-BK-433K1,QSCAN M USBKIT BK  CAB- ,MÁY ??C MÃ V?CH,8471901000
QM2130-BK-910,QUICKSCAN M BLK MHZ ,MÁY ??C MÃ V?CH,8471901000
QM2130-BK-910-C322,QUICKSCAN M BLK MHZ USBKIT SH,MÁY ??C MÃ V?CH,8471901000
QM2130-BK-910-C458,QUICKSCAN M BLK MHZ USBKIT SH,MÁY ??C MÃ V?CH,8471901000
QM2130-BK-910K1,QSCAN M USBKIT BK  CAB- ,MÁY ??C MÃ V?CH,8471901000
QM2130-WH-433,QUICKSCAN M WHT MHZ ,MÁY ??C MÃ V?CH,8471901000
QM2130-WH-433K1,QSCAN M USBKIT WH  CAB- ,MÁY ??C MÃ V?CH,8471901000
QM2130-WH-433LPK2,QSCAN M WH  LOW PWR KIT ,MÁY ??C MÃ V?CH,8471901000
QM2130-WH-910,QUICKSCAN M WHT MHZ ,MÁY ??C MÃ V?CH,8471901000
QM2130-WH-910K1,QSCAN M USBKIT WH  CAB- ,MÁY ??C MÃ V?CH,8471901000
QM2130-WH-910LPK2,QSCAN M WH  LOW PWR KIT ,MÁY ??C MÃ V?CH,8471901000
901800016,HERON D SH+STAND W/METAL PLATE,MÁY ??C MÃ V?CH,8471901000
901801001,HERON D  RS&IBMXX,MÁY ??C MÃ V?CH,8471901000
901801002,HERON D  LASEROUT,MÁY ??C MÃ V?CH,8471901000
901801005,HERON D SH+STAND W/METAL PLATE,MÁY ??C MÃ V?CH,8471901000
901801008,HERON D SB,MÁY ??C MÃ V?CH,8471901000
901801009,HERON D BLACK,MÁY ??C MÃ V?CH,8471901000
901801014,HERON KIT D WEDGE BLACK,MÁY ??C MÃ V?CH,8471901000
901801015,HERON D SB FARMA,MÁY ??C MÃ V?CH,8471901000
901801017,HERON-PRO D SH,MÁY ??C MÃ V?CH,8471901000
901801024,HERON D SH KIT,MÁY ??C MÃ V?CH,8471901000
901801027,HERON D  RS USB  SH YEARS,MÁY ??C MÃ V?CH,8471901000
901801028,HERON D BLACK SH YEARS,MÁY ??C MÃ V?CH,8471901000
901801032,HERON D BLACK KIT SB,MÁY ??C MÃ V?CH,8471901000
901801034,HERON D BLACK RS KIT SH,MÁY ??C MÃ V?CH,8471901000
901801036,DELFISCAN C- HERON D,MÁY ??C MÃ V?CH,8471901000
901801037,HERON D BLACK SB FARMA,MÁY ??C MÃ V?CH,8471901000
901801038,HERON D USB KIT SS,MÁY ??C MÃ V?CH,8471901000
BC7030,BC BT RECEIVER/CHARGING CRADLE,C?M L?P RÁP ?? S?C,8473309000
PBT7100-BBK11-US,PBT B/B N/PTR USB US FT,MÁY ??C MÃ V?CH,8471901000
PBT7100-BBK12-US,PBT B/B N/PTR USB US FT,MÁY ??C MÃ V?CH,8471901000
PBT7100-BBK21-US,PBT B/B N/PTR MAG US,MÁY ??C MÃ V?CH,8471901000
PBT7100-BBK22-US,PBT B/B N/PTR RS US,MÁY ??C MÃ V?CH,8471901000
PBT7100-BB-K40-EU,PBT B/B N/PTR IBM B EU,MÁY ??C MÃ V?CH,8471901000
PBT7100-BB-K40-US,PBT B/B N/PTR IBM B US,MÁY ??C MÃ V?CH,8471901000
PBT7100-BB-PTR,PSM B/B W/PTR MULTI I/F PBT,MÁY ??C MÃ V?CH,8471901000
PBT7100-YB,PBT BT N/PTR LINEAR IMAGER,MÁY ??C MÃ V?CH,8471901000
PBT7100-YBK10-US,PBT Y/B N/PTR USB US,MÁY ??C MÃ V?CH,8471901000
PBT7100-YBK20-EU,PBT Y/B N/PTR RS EU,MÁY ??C MÃ V?CH,8471901000
PBT7100-YBK20-US,PBT Y/B N/PTR RS US,MÁY ??C MÃ V?CH,8471901000
PBT7100-YBK30-EU,PBT Y/B N/PTR KBW EU,MÁY ??C MÃ V?CH,8471901000
PBT7100-YB-PK10-EU,PBT Y/B W/PTR USB EU,MÁY ??C MÃ V?CH,8471901000
PBT7100-YB-PK10-US,PBT Y/B W/PTR USB US,MÁY ??C MÃ V?CH,8471901000
PBT7100-YB-PK20-EU,PBT Y/B W/PTR RS EU,MÁY ??C MÃ V?CH,8471901000
PBT7100-YB-PK20-US,PBT Y/B W/PTR RS US,MÁY ??C MÃ V?CH,8471901000
PBT7100-YB-PK30-EU,PBT Y/B W/PTR KBW EU,MÁY ??C MÃ V?CH,8471901000
PBT7100-YB-PK30-US,PBT Y/B W/PTR KBW US,MÁY ??C MÃ V?CH,8471901000
PD7110-BB,PSD B/B NO POINTER POS I/F PD ,MÁY ??C MÃ V?CH,8471901000
PD7110-BBK4,SCANNER BB N/PTR POS CAB- IBM PD,MÁY ??C MÃ V?CH,8471901000
PD7130-BB-PTR,PSD B/B W/POINTER MULTI I/F PD,MÁY ??C MÃ V?CH,8471901000
PD7130-YBK1,SCANNER YB N/PTR MULT CAB- USB PD,MÁY ??C MÃ V?CH,8471901000
PD7130-YBK2,SCANNER YB N/PTR MULT CAB- RS PD,MÁY ??C MÃ V?CH,8471901000
PD7130-YBK3,SCANNER YB N/PTR MULT CAB- KBW PD,MÁY ??C MÃ V?CH,8471901000
PD7130-YB-PTRK2,SCANNER YB W/PTR MULT CAB- RS PD,MÁY ??C MÃ V?CH,8471901000
PD7130-YB-PTRK3,SCANNER YB W/PTR MULT CAB- KBW PD,MÁY ??C MÃ V?CH,8471901000
GFS4150-C252,GRYPHON GFS D RS SB,MÁY ??C MÃ V?CH,8471901000
GFS4170-C274,GRYPHON GFS D USB SS,MÁY ??C MÃ V?CH,8471901000
M230B-01601-03090R,MGLHS D/N LLT N DLR GNL N STD XX R,MÁY ??C MÃ V?CH,8471901000
M230D-00101-00000R,MGLHS D/N TIN/OX N US N STD N R,MÁY ??C MÃ V?CH,8471901000
M230B-00101-00000R,MGLHS D/N LLT N US N STD N R,MÁY ??C MÃ V?CH,8471901000
M230D-00121-01030R,MGLHS E D/N TIN/OX N US EU STD RS R,MÁY ??C MÃ V?CH,8471901000
M232B-00172-02030R,MGLHS E W/N LLT N US EU  R/W S R,MÁY ??C MÃ V?CH,8471901000
M230D-00101-01000R,MGLHS E D/N T/O N US N STD N RS ST R,MÁY ??C MÃ V?CH,8471901000
M232B-00101-02000R,MGLHS W/N LLT N US N STD N RS/WN R,MÁY ??C MÃ V?CH,8471901000
M230C-00101-00000R,MGLHS D/N DLC N US N STD N R,MÁY ??C MÃ V?CH,8471901000
M230B-00501-02300R,MGLHS E D/N LLT N U/K N STD RS/WN S R,MÁY ??C MÃ V?CH,8471901000
M230D-00522-01000R,MGLHS E D/N T/O N U/K EU  RS S R,MÁY ??C MÃ V?CH,8471901000
M231B-00101-00001R,MGLHS D/E LLT N US N STD N YR R,MÁY ??C MÃ V?CH,8471901000
M230D-00500-00000R,MGLHS E D/N T/O N U/K N N N STD R,MÁY ??C MÃ V?CH,8471901000
M230D-00521-06040R,MGLHS E D/N TO N U/K EU STD USB S R,MÁY ??C MÃ V?CH,8471901000
M232D-00100-02000R,MGLHS E W/N T/O N US N N N RS/WN S R,MÁY ??C MÃ V?CH,8471901000
M230D-00121-01040R,MGLHS D/N TIN/OX N US EU STD RS R,MÁY ??C MÃ V?CH,8471901000
M231A-02120-05040R,MGLHS E D/E N N ALB HJN DG EU N RS R,MÁY ??C MÃ V?CH,8471901000
M231B-01321-05040R,MGLHS E D/E LLT N ALB HJN EU ST RS R,MÁY ??C MÃ V?CH,8471901000
M230D-00502-02300R,MGLHS E D/N T/O N U/K N  RS/WN R,MÁY ??C MÃ V?CH,8471901000
M230B-00500-00000R,MGLHS E D/N LLT N U/K N N N STD R,MÁY ??C MÃ V?CH,8471901000
M230B-00121-01040R,MGLHS E D/N LLT N US EU STD RS STD R,MÁY ??C MÃ V?CH,8471901000
M231C-00501-02301R,MGLHS E D/E DLC N U/K N STD RS/WN Y R,MÁY ??C MÃ V?CH,8471901000
M231B-20121-01040R,MGLHS E D/E LLT E US EURO STD RS STD R,MÁY ??C MÃ V?CH,8471901000
M231B-00101-02301R,MGLHS E D/E LLT N US N STD RS/WN YR R,MÁY ??C MÃ V?CH,8471901000
M230B-00522-01000R,MGLHS E D/N LLT N U/K EU  RS S R,MÁY ??C MÃ V?CH,8471901000
M230D-00521-07010R,MGLHS E D/N TO N U/K EU STD KBW S R,MÁY ??C MÃ V?CH,8471901000
M232C-00101-02000R,MGLHS W/N DLC N US N STD N RS/WN R,MÁY ??C MÃ V?CH,8471901000
M230B-00102-02300R,MGLHS E D/N LLT N US N  R/W S R,MÁY ??C MÃ V?CH,8471901000
M230B-00501-00000R,MGLHS E D/N LLT N USB/KBW N STD N R,MÁY ??C MÃ V?CH,8471901000
M231B-20501-02301R,MGLHS E D/E LLT E U/K N STD RS/WN ,MÁY ??C MÃ V?CH,8471901000
M230B-00121-02030R,MGLHS E D/N LLT N US EU STD R/W S R,MÁY ??C MÃ V?CH,8471901000
M230C-00520-00000R,MGLHS E D/N DLC N U/K EU N N S R,MÁY ??C MÃ V?CH,8471901000
M230B-00122-01040R,MGLHS E D/N LLT N US EU  RS R,MÁY ??C MÃ V?CH,8471901000
M230A-00120-01041R,MGLHS D/N E N N US EUR N RS YR R,MÁY ??C MÃ V?CH,8471901000
M231C-00121-01040R,MGL D/E E DLC N US EU STD RS STD R,MÁY ??C MÃ V?CH,8471901000
M230B-00102-03020R,MGLHS E D/N LLT N US N  XX S R,MÁY ??C MÃ V?CH,8471901000
M231D-00522-06040R,MGLHS E W/E TO N U/K EU  USB STD R,MÁY ??C MÃ V?CH,8471901000
M230D-00102-02300R,MGLHS E D/N TN/OX N US N  R/W SR,MÁY ??C MÃ V?CH,8471901000
M231B-00522-01040R,MGL E W/E LLT N U/K EU  RS STD R,MÁY ??C MÃ V?CH,8471901000
M231C-00521-01041R,MGL W/E E DLC N U/K EU STD RS YR R,MÁY ??C MÃ V?CH,8471901000
M230B-00521-07010R,MGLHS E D/N LLT N U/K EU STD KBW S R,MÁY ??C MÃ V?CH,8471901000
M230C-00521-07010R,MGLHS E D/N DLC N U/K EU STD KBW S R,MÁY ??C MÃ V?CH,8471901000
M230C-00500-00000R,MGLHS E D/N DLC N U/K N N N S R,MÁY ??C MÃ V?CH,8471901000
